Area,Perimeter,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness
32258,654.808,32612,202.6626784,0.775805676,0.9891451,0.945408164,0.917839581
32262,652.419,32563,202.6752432,0.781313572,0.99075638,0.952462642,0.910087409
32279,646.556,32623,202.7286345,0.790183599,0.989455292,0.970325944,0.929173821
32323,649.59,32615,202.8667587,0.784843629,0.991047064,0.962593368,0.933272294
32338,653.602,32672,202.9138251,0.782490866,0.989777179,0.951253518,0.916456329
32355,657.166,32720,202.9671537,0.783793605,0.988844743,0.941458316,0.917242866
32368,675.385,32806,203.0079249,0.759099437,0.986648784,0.891708502,0.915860765
32376,643.009,32608,203.0330109,0.784302326,0.992885182,0.984008731,0.926541314
32433,653.76,32775,203.2116585,0.769320176,0.989565217,0.953586944,0.924375508
32465,653.85,32767,203.3118831,0.765034405,0.99078341,0.954265043,0.902796056
32514,649.012,32843,203.4652564,0.7849831,0.989982645,0.970006874,0.918805149
32518,651.651,32811,203.4777716,0.758915235,0.991070068,0.962284651,0.919620402
32518,655.131,32842,203.4777716,0.794032183,0.990134584,0.952088655,0.921459408
32525,663.914,33000,203.4996712,0.769057978,0.985606061,0.927264249,0.904130132
32578,657.571,32901,203.6654067,0.781922043,0.990182669,0.946779791,0.89705595
32581,649.583,32851,203.6747839,0.772061611,0.991781072,0.970297635,0.907543857
32615,664.789,33016,203.7810289,0.808562858,0.987854374,0.927383997,0.934146543
32622,657.009,32902,203.802896,0.779311992,0.991489879,0.949681133,0.866247896
32698,653.049,32994,204.0401594,0.767684831,0.991028672,0.963472928,0.906787962
32705,654.454,33021,204.0619987,0.779469946,0.990430332,0.959545923,0.911496183
32713,660.043,33020,204.0869551,0.799516082,0.990702604,0.943595321,0.947407115
32729,656.679,33066,204.1368587,0.769153036,0.989808262,0.953753937,0.952727566
32774,660.614,33120,204.2771471,0.790153816,0.98955314,0.943721321,0.916575134
32775,649.807,33062,204.2802636,0.772630835,0.991319339,0.975402341,0.928440728
32795,651.03,33091,204.3425821,0.775992617,0.99105497,0.972334053,0.907341385
32796,654.824,33111,204.3456976,0.800820453,0.990486545,0.961128742,0.915751462
32799,653.729,33087,204.3550436,0.746177996,0.991295675,0.964439446,0.929285523
32829,658.101,33154,204.4484801,0.789785166,0.990197261,0.952538233,0.922603526
32836,669.19,33225,204.4702758,0.80291471,0.988291949,0.92142762,0.936193476
32849,664.105,33245,204.5107474,0.746568182,0.988088434,0.935962647,0.886393473
32870,655.512,33198,204.5761077,0.781242573,0.990119887,0.961276389,0.928379984
32885,659.728,33225,204.6227808,0.785669916,0.989766742,0.949462632,0.90115436
32920,671.612,33376,204.7316434,0.777974713,0.986337488,0.917134004,0.934450294
32925,656.646,33252,204.7471905,0.768683025,0.990166005,0.959562001,0.909469438
32934,668.197,33401,204.7751722,0.776708646,0.986018383,0.926926508,0.924873972
32947,668.231,33336,204.8155836,0.765319396,0.988330934,0.927198033,0.97673884
32951,688.26,33524,204.8280162,0.770801656,0.982907768,0.874124721,0.903723266
32988,676.797,33461,204.9429826,0.766699205,0.98586414,0.905000877,0.911863953
33006,669.769,33458,204.9988888,0.757018349,0.986490525,0.924597414,0.917107114
33010,665.85,33374,205.0113104,0.791587732,0.989093306,0.935626643,0.911277783
33013,652.684,33289,205.020626,0.789784689,0.991708973,0.973842946,0.916162872
33019,655.703,33340,205.0392561,0.764328704,0.990371926,0.965071386,0.913517768
33051,663.071,33423,205.1385878,0.777926846,0.98886994,0.94465755,0.936913921
33058,655.511,33320,205.1603102,0.799274662,0.992136855,0.96677736,0.914074748
33062,667.966,33439,205.1727219,0.77866227,0.988725739,0.931172778,0.924038522
33078,659.456,33333,205.2223615,0.787721471,0.992349923,0.955822961,0.871210282
33078,652.214,33327,205.2223615,0.772417336,0.99252858,0.977167183,0.926985107
33089,663.915,33466,205.2564817,0.774410223,0.988734835,0.94334064,0.944420849
33090,653.809,33352,205.2595833,0.769355964,0.992144399,0.972758069,0.898658427
33143,648.385,33377,205.4238989,0.769979556,0.992989184,0.9906854,0.923144321
33159,653.801,33415,205.4734778,0.788111423,0.99233877,0.974810341,0.923708669
33168,680.621,33542,205.5013606,0.761240274,0.9888498,0.899742964,0.877028274
33171,654.338,33429,205.5106541,0.790237278,0.99228215,0.973563187,0.924667176
33194,664.658,33520,205.5818899,0.773698809,0.990274463,0.944219534,0.88495191
33236,660.788,33611,205.711909,0.76828479,0.988842938,0.956520582,0.975594507
33248,660.068,33511,205.7490422,0.787661984,0.992151831,0.958954568,0.890804821
33251,658.962,33565,205.7583245,0.757943925,0.990645017,0.962263101,0.946223398
33276,704.493,33857,205.8356604,0.759656652,0.98283959,0.842534348,0.876686794
33316,670.587,33699,205.9593374,0.782616866,0.988634678,0.931005952,0.898530058
33319,668.601,33732,205.9686102,0.7960388,0.987756433,0.936629385,0.915345918
33325,674.433,33701,205.9871545,0.798969072,0.988843061,0.920666621,0.920302508
33330,653.776,33580,206.0026068,0.790184922,0.992555092,0.979912348,0.918178168
33333,679.262,33834,206.0118777,0.772240756,0.98519241,0.907840655,0.934161662
33338,659.103,33639,206.0273281,0.776747437,0.991052053,0.964368085,0.887040223
33344,661.508,33692,206.0458672,0.763352487,0.989671139,0.957540959,0.914466735
33382,659.434,33730,206.1632423,0.781688327,0.989682775,0.964671718,0.925037671
33399,664.701,33752,206.2157306,0.761491108,0.989541361,0.949927944,0.930744648
33421,654.804,33691,206.2836368,0.763385107,0.99198599,0.979504999,0.939600078
33423,659.036,33707,206.289809,0.772982724,0.99157445,0.967023472,0.920246246
33427,665.61,33789,206.3021528,0.754491694,0.989286454,0.948129347,0.903949156
33429,658.605,33713,206.3083245,0.791743641,0.99157595,0.968463377,0.899158159
33431,666.841,33788,206.3144959,0.788708802,0.989434119,0.94474509,0.938188022
33433,657.349,33708,206.3206672,0.776807082,0.991841699,0.972284135,0.916970503
33446,656.077,33713,206.3607759,0.767814509,0.992080206,0.97643744,0.920292359
33447,664.412,33791,206.3638608,0.770224525,0.989819774,0.952120901,0.912635435
33459,655.414,33765,206.4008768,0.786308517,0.990937361,0.978794213,0.941910858
33468,659.987,33748,206.4286344,0.792329545,0.991703212,0.965536869,0.91966805
33498,657.523,33745,206.5211327,0.781494961,0.992680397,0.973658914,0.906040516
33534,657.067,33793,206.6320761,0.783504673,0.992335691,0.976058644,0.944194798
33538,658.284,33800,206.6443995,0.760516111,0.992248521,0.972569007,0.908252449
33539,662.418,33915,206.6474802,0.76426488,0.98891346,0.96049636,0.923838579
33547,653.512,33832,206.6721244,0.783570411,0.991576023,0.987089244,0.966868717
33560,669.259,33897,206.7121649,0.739858907,0.990058117,0.941549974,0.906886164
33576,666.339,33927,206.7614349,0.761792399,0.989654258,0.950272923,0.920622505
33583,657.754,33868,206.7829868,0.775302429,0.991584977,0.975444036,0.93266883
33584,658.848,33884,206.7860655,0.748056576,0.991146264,0.972236276,0.924244739
33607,690.171,34162,206.8568621,0.770802752,0.983753879,0.886596875,0.963176382
33620,670.224,34012,206.8968668,0.783244805,0.988474656,0.940519106,0.928721179
33623,659.408,33918,206.9060976,0.793238493,0.991302553,0.97171275,0.951853178
33631,669.076,34009,206.9307109,0.762884493,0.988885295,0.94405814,0.92014435
33639,663.03,33919,206.9553214,0.78625187,0.99174504,0.961582569,0.921181537
33717,664.363,33985,207.1951199,0.766225798,0.992114168,0.959948457,0.894537867
33731,671.696,34073,207.2381313,0.803214668,0.989962727,0.939493017,0.896467219
33736,655.729,33988,207.2534904,0.786863834,0.992585618,0.985949497,0.936145442
33794,665.826,34127,207.4315723,0.77773175,0.99024233,0.957917183,0.947176588
33809,669.341,34143,207.4776031,0.784067718,0.990217614,0.948303455,0.901106877
33824,656.339,34079,207.5236236,0.788438228,0.992517386,0.986684731,0.940067907
33838,661.029,34146,207.5665669,0.782128328,0.99097991,0.973135967,0.930902346
33845,670.945,34159,207.5880353,0.763926508,0.990807693,0.944779673,0.916982789
33849,669.571,34239,207.6003019,0.786271777,0.98860948,0.948773259,0.93678016
33858,664.46,34142,207.6278992,0.781254326,0.9916818,0.963681409,0.886030247
33860,683.315,34319,207.6340314,0.77518315,0.986625484,0.911286442,0.920628804
33864,662.898,34167,207.6462953,0.771600437,0.991131794,0.968399824,0.938656768
33866,668.421,34171,207.652427,0.799933862,0.991074303,0.952518888,0.899196229
33876,666.966,34211,207.6830826,0.788272251,0.990207828,0.95696179,0.910295136
33930,666.214,34251,207.8485452,0.76272901,0.990628011,0.960652272,0.927270341
33946,667.313,34246,207.8975459,0.791226721,0.991239853,0.957942188,0.897880563
33946,668.564,34280,207.8975459,0.761530869,0.990256709,0.954360587,0.885594271
33961,690.353,34379,207.9434735,0.770405154,0.987841415,0.895463526,0.87300597
33961,667.497,34279,207.9434735,0.771192406,0.990723183,0.957837195,0.892025454
33969,666.389,34260,207.9679641,0.764705882,0.99150613,0.961251403,0.935268259
33972,672.812,34349,207.9771473,0.785661425,0.989024426,0.943069114,0.892650724
33993,669.092,34299,208.0414186,0.778228022,0.991078457,0.954174231,0.946716153
33996,663.743,34285,208.0505986,0.764693974,0.991570658,0.969700851,0.932559367
34004,659.963,34277,208.0750765,0.781970795,0.992035476,0.981071581,0.908387772
34027,670.16,34334,208.1454347,0.778507367,0.991058426,0.952086748,0.898504258
34036,666.067,34369,208.1729597,0.753842746,0.990311036,0.964078826,0.917352422
34051,677.272,34502,208.2188266,0.757901531,0.986928294,0.932853601,0.914761275
34053,671.582,34362,208.2249414,0.743986367,0.991007508,0.948783552,0.895837186
34060,662.146,34367,208.2463418,0.789083496,0.991067012,0.976218398,0.944691865
34082,668.346,34364,208.3135861,0.801740767,0.991793738,0.958809282,0.903249117
34097,680.595,34502,208.359422,0.762250738,0.98826155,0.925014467,0.914582595
34104,667.289,34421,208.3808087,0.798426745,0.990790506,0.962470112,0.908061515
34113,673.914,34492,208.4083026,0.77466164,0.989011945,0.943888774,0.941990931
34130,666.585,34392,208.4602256,0.795515465,0.992381949,0.965239485,0.885026037
34131,668.091,34473,208.4632795,0.770625423,0.990079192,0.960920889,0.929237411
34151,674.271,34580,208.524348,0.750455974,0.987593985,0.943939862,0.900700206
34151,662.129,34389,208.524348,0.778210737,0.993079182,0.978876878,0.920536431
34179,677.064,34576,208.6098138,0.778015524,0.988518047,0.936935665,0.926905486
34191,661.403,34445,208.6464313,0.771980131,0.992625925,0.982176064,0.931536651
34207,668.737,34515,208.6952446,0.757730817,0.991076344,0.961200851,0.91519969
34207,661.138,34421,208.6952446,0.774299425,0.993782865,0.983423569,0.919874857
34220,677.527,34577,208.734897,0.773752996,0.989675218,0.936777941,0.895154791
34222,671.994,34576,208.7409967,0.7843326,0.989761684,0.95232341,0.93480797
34239,666.439,34510,208.792837,0.769554077,0.992147204,0.968746459,0.897314723
34246,684.324,34732,208.8141792,0.779558388,0.98600714,0.91895908,0.908249044
34253,672.539,34556,208.8355193,0.792893519,0.991231624,0.951641846,0.915928067
34254,668.704,34575,208.8385677,0.775363303,0.990715835,0.962616531,0.932444792
34259,676.402,34623,208.8538091,0.770124761,0.989486757,0.940967839,0.917857473
34276,689.626,34738,208.9056214,0.763113367,0.986700443,0.905675761,0.910030285
34291,671.507,34619,208.9513274,0.78204251,0.990525434,0.955628131,0.905892129
34313,671.844,34600,209.0183449,0.796975891,0.991705202,0.955282162,0.946067007
34321,669.531,34652,209.0427095,0.787467878,0.990447882,0.962118171,0.916870698
34327,677.311,34714,209.0609812,0.793596116,0.98885176,0.940306539,0.904406791
34333,665.686,34592,209.0792512,0.779056047,0.99251272,0.973604944,0.912153982
34337,667.785,34583,209.0914304,0.809796708,0.992886678,0.967606759,0.909857612
34349,674.863,34645,209.1279635,0.783365262,0.991456199,0.947747671,0.877836008
34390,680.24,34759,209.252737,0.793932958,0.989384044,0.933937272,0.854041663
34394,669.762,34730,209.264906,0.781681818,0.990325367,0.963499612,0.90621808
34395,665.156,34638,209.2679482,0.791235335,0.992984583,0.97691809,0.903118094
34397,678.85,34776,209.2740324,0.772202766,0.989101679,0.937956691,0.910779256
34410,684.481,34802,209.3135751,0.80069808,0.98873628,0.92293633,0.900436348
34412,667.199,34677,209.319658,0.787459954,0.992358047,0.971424393,0.894685269
34419,687.797,34885,209.3409465,0.775202703,0.986641823,0.914297554,0.933960539
34421,678.034,34762,209.3470286,0.755708264,0.990190438,0.940871694,0.900789597
34425,680.503,34791,209.3591921,0.758928571,0.989480038,0.934165286,0.899905832
34428,688.178,34908,209.3683143,0.777770247,0.98624957,0.913524268,0.911356975
34441,675.683,34826,209.4078393,0.790874437,0.988945041,0.947980998,0.915652939
34443,684.507,34874,209.4139194,0.784650082,0.987641223,0.923751269,0.892614563
34447,682.912,34853,209.4260791,0.745783628,0.988351075,0.928179091,0.93042111
34461,675.775,34691,209.4686324,0.770181477,0.993370038,0.948273245,0.84899487
34469,666.834,34747,209.4929447,0.789667812,0.991999309,0.974098956,0.910213729
34474,672.3,34774,209.5081384,0.793308174,0.991372865,0.958462926,0.92846748
34475,677.676,34878,209.511177,0.776463964,0.988445438,0.943343645,0.869185244
34483,687.567,35051,209.5354844,0.740677893,0.983795042,0.916610562,0.896444062
34491,674.657,34829,209.5597889,0.785850991,0.990295443,0.952246946,0.898693024
34503,678.24,34885,209.5962405,0.747724515,0.989049735,0.94254029,0.886074778
34509,668.332,34776,209.6144638,0.783654283,0.992322291,0.970862501,0.910063526
34521,667.908,34830,209.6509059,0.78580046,0.991128338,0.972433566,0.932796198
34523,673.987,34878,209.6569789,0.785863874,0.989821664,0.955026346,0.904017105
34532,689.551,35057,209.6843055,0.768333927,0.985024389,0.912638553,0.966188711
34543,670.896,34826,209.7176998,0.769194798,0.991873887,0.964405129,0.892347354
34543,669.456,34827,209.7176998,0.786784803,0.991845407,0.968558463,0.923966472
34594,670.069,34848,209.8724584,0.781432121,0.992711203,0.968214523,0.899038984
34600,673.252,34919,209.8906578,0.777790266,0.990864572,0.959247461,0.906910077
34601,685.556,35048,209.8936909,0.780620417,0.987246063,0.925151042,0.926603028
34622,683.382,35010,209.9573755,0.763726204,0.988917452,0.931611724,0.889918362
34623,675.213,34965,209.9604076,0.759576148,0.99021879,0.954317679,0.920094597
34626,667.845,34913,209.9695037,0.761848185,0.991779566,0.975575378,0.905476447
34629,670.997,34915,209.9785994,0.745816373,0.991808678,0.966515131,0.900688456
34631,670.02,34953,209.9846629,0.760686201,0.990787629,0.969391848,0.915617022
34635,667.638,34929,209.9967896,0.764012971,0.991582925,0.976434152,0.924838401
34638,677.314,34989,210.0058841,0.757876772,0.989968276,0.948817239,0.894820747
34666,681.015,35034,210.0907472,0.797799871,0.989495918,0.939291173,0.930458681
34671,674.874,35015,210.1058977,0.765769944,0.990175639,0.956601017,0.89183041
34676,668.424,34982,210.1210471,0.777907394,0.991252644,0.975292284,0.927901791
34680,669.575,34941,210.1331659,0.77594308,0.992530265,0.972054226,0.908635052
34700,690.412,35154,210.1937492,0.747877064,0.987085396,0.914792671,0.899685942
34703,676.387,35025,210.2028352,0.77323975,0.990806567,0.953205151,0.910878618
34722,670.391,34999,210.2603707,0.790375817,0.992085488,0.970863662,0.925200082
34729,671.193,35043,210.281564,0.777143752,0.99103958,0.968740162,0.919021523
34733,670.564,35019,210.2936735,0.777807636,0.991833005,0.97067019,0.921018737
34747,672.202,35043,210.3360513,0.78414425,0.991553235,0.966334706,0.896800867
34748,669.267,35046,210.3390779,0.770465632,0.99149689,0.974856864,0.951370963
34750,675.599,35091,210.3451311,0.805069039,0.990282409,0.956724018,0.942411414
34757,686.779,35150,210.3663159,0.786410842,0.988819346,0.926015239,0.909771371
34761,687.872,35171,210.3784205,0.776816841,0.988342669,0.92318101,0.915735824
34766,669.475,35054,210.3935503,0.75210384,0.991784105,0.974755876,0.90618391
34771,683.109,35163,210.408679,0.783978175,0.988851918,0.936369007,0.91249341
34772,671.947,35103,210.4117046,0.763179843,0.990570607,0.967764075,0.922665425
34774,677.726,35139,210.4177557,0.780561167,0.989612681,0.951384824,0.920775931
34787,677.348,35126,210.4570836,0.726833957,0.990349029,0.952803043,0.911635401
34792,692.19,35231,210.4722078,0.784929498,0.987539383,0.912512069,0.922991502
34794,693.537,35187,210.4782571,0.747197526,0.988831102,0.909023168,0.886259501
34794,671.293,35052,210.4782571,0.784974619,0.992639507,0.970264152,0.889554436
34800,671.796,35120,210.4964041,0.784632035,0.990888383,0.968978812,0.928785493
34841,675.857,35137,210.620367,0.789079132,0.991575832,0.958497188,0.908014846
34841,670.201,35122,210.620367,0.787580813,0.991999317,0.974743466,0.941435819
34847,686.633,35229,210.6385017,0.761017689,0.989156661,0.928807931,0.890926981
34850,674.295,35119,210.6475685,0.7725046,0.992340329,0.96319178,0.914135723
34865,680,35256,210.6928967,0.793179543,0.988909689,0.947505431,0.937141378
34878,671.541,35188,210.7321732,0.765204037,0.991190178,0.971888339,0.934869339
34878,679.271,35217,210.7321732,0.784480432,0.990373967,0.949894318,0.919035967
34879,689.973,35298,210.7351942,0.769785919,0.988129639,0.920682093,0.892215595
34879,675.467,35258,210.7351942,0.792362389,0.989250667,0.960650949,0.941622791
34882,680.065,35219,210.7442569,0.792916894,0.990431301,0.947786227,0.898607117
34883,672.664,35182,210.7472777,0.79973864,0.991501336,0.968784811,0.907132586
34895,677.7,35227,210.7835238,0.76303245,0.990575411,0.954768529,0.93527832
34911,677.462,35252,210.8318423,0.762515289,0.99032679,0.955877575,0.896182041
34911,670.061,35204,210.8318423,0.771070766,0.991677082,0.977110029,0.90721467
34912,676.03,35245,210.8348619,0.774376719,0.990551851,0.959958935,0.91543705
34924,816.638,37992,210.871093,0.712095261,0.919246157,0.658073911,0.816318003
34934,687.791,35445,210.9012808,0.75706484,0.985583298,0.927994074,0.916327838
34936,682.571,35353,210.9073179,0.786846847,0.988204679,0.942296065,0.908990973
34945,675.172,35231,210.9344825,0.76000435,0.991882149,0.963309985,0.897632113
34958,672.491,35254,210.973714,0.797927461,0.99160379,0.971367322,0.912271853
34960,681.462,35342,210.979749,0.80349345,0.98919133,0.946014953,0.888107225
34968,673.319,35218,211.0038872,0.755509463,0.992901357,0.969256937,0.886166314
34968,750.395,35858,211.0038872,0.743367347,0.975179876,0.780370411,0.868963662
34971,673.194,35269,211.0129383,0.782454021,0.991550654,0.969700104,0.897921335
34980,675.203,35276,211.0400893,0.785290948,0.991609026,0.96418627,0.905717705
34995,679.687,35298,211.0853331,0.757992549,0.991415944,0.951914484,0.89069024
35022,670.696,35293,211.1667477,0.791779707,0.992321424,0.978361547,0.910844644
35031,675.649,35369,211.1938789,0.79899188,0.990443609,0.964317665,0.910051635
35042,676.65,35380,211.2270346,0.800045662,0.99044658,0.961768562,0.936229784
35049,679.396,35349,211.2481309,0.777484472,0.991513197,0.954200246,0.922629192
35059,671.731,35314,211.2782649,0.7777063,0.992779068,0.976379396,0.918474918
35062,701.948,35579,211.2873042,0.778740227,0.985468956,0.894204122,0.946355923
35066,674.509,35356,211.2993561,0.788708952,0.991797715,0.968546765,0.922546807
35069,692.225,35563,211.3083945,0.752682864,0.986109158,0.919684117,0.902114988
35081,677.561,35395,211.3445445,0.76844388,0.99112869,0.960251575,0.900122646
35083,687.873,35513,211.3505688,0.767613338,0.987891758,0.931729962,0.920316496
35083,685.515,35477,211.3505688,0.782700846,0.988894213,0.938150821,0.927038093
35085,693.747,35658,211.3565931,0.735457499,0.983930675,0.916070945,0.85940042
35087,678.15,35477,211.3626171,0.768945869,0.989006962,0.958748216,0.890720911
35091,688.22,35466,211.3746647,0.780250812,0.989426493,0.931002892,0.935898273
35091,685.847,35452,211.3746647,0.762367203,0.989817218,0.937456494,0.909123949
35105,687.922,35508,211.4168258,0.782720178,0.988650445,0.932181424,0.909806632
35106,688.658,35503,211.419837,0.787430186,0.988817846,0.930216457,0.914791398
35106,680.346,35445,211.419837,0.810387812,0.990435887,0.953084795,0.902099529
35122,679.818,35481,211.4680101,0.784393425,0.989881909,0.955000906,0.912301329
35123,685.227,35457,211.4710205,0.791914683,0.990580139,0.940010129,0.906725796
35128,669.663,35376,211.4860722,0.785527404,0.992989597,0.984352571,0.925936078
35130,678.016,35473,211.4920925,0.780146569,0.990330674,0.960302653,0.884226554
35131,684.17,35466,211.4951027,0.749989326,0.990554334,0.943131656,0.901809544
35134,668.885,35360,211.5041327,0.797575537,0.993608597,0.986812285,0.934757008
35145,681.083,35444,211.5372397,0.782809159,0.991564158,0.952079756,0.867793162
35149,682.373,35509,211.5492774,0.782549648,0.989861725,0.948591369,0.885405629
35162,673.468,35450,211.5883949,0.786287708,0.991875882,0.974203092,0.919029673
35165,676.072,35463,211.597421,0.785845177,0.991596876,0.966795425,0.908597888
35175,706.545,35707,211.6275053,0.773552956,0.985100961,0.885450557,0.933113255
35176,680.437,35499,211.6305135,0.79536924,0.990901152,0.954729791,0.89753302
35208,678.529,35535,211.7267529,0.767660911,0.990797805,0.960980094,0.911493481
35221,674.683,35484,211.7658377,0.762755544,0.992588209,0.972326252,0.892468665
35223,674.287,35537,211.7718501,0.766784222,0.991164139,0.973523935,0.915695074
35237,676.073,35502,211.8139321,0.778271049,0.992535632,0.968772063,0.905467841
35246,683.282,35599,211.8409804,0.781282557,0.990083991,0.948679991,0.882338556
35247,682.573,35605,211.8439856,0.759012016,0.989945232,0.950678806,0.90150006
35254,687.045,35676,211.8650205,0.769805223,0.98817132,0.938529434,0.941356056
35259,677.828,35577,211.8800441,0.752240143,0.991061641,0.964363679,0.902040847
35272,682.696,35619,211.9191007,0.779922609,0.990258008,0.951010328,0.912931934
35272,682.862,35637,211.9191007,0.775089547,0.989757836,0.950548013,0.921062412
35277,676.858,35527,211.9341205,0.787556091,0.992963098,0.967623431,0.88841692
35283,681.373,35589,211.9521428,0.779080551,0.991401838,0.955004742,0.946320488
35287,677.949,35627,211.9641569,0.789383025,0.990456676,0.964785022,0.947872803
35288,676.973,35608,211.9671603,0.794953818,0.991013255,0.967596331,0.911211291
35300,685.599,35640,212.0031979,0.767224516,0.990460157,0.943722302,0.88995837
35302,679.016,35644,212.0092036,0.781674859,0.990405117,0.962164123,0.898595039
35304,686.408,35737,212.0152091,0.789904685,0.987883706,0.941605758,0.903669695
35313,691.229,35743,212.0422317,0.773898751,0.987969672,0.928753744,0.909440889
35316,682.911,35637,212.0512385,0.76056338,0.990992508,0.951597201,0.891808578
35321,682.903,35670,212.066249,0.761491031,0.990215868,0.951754225,0.910372609
35330,682.682,35655,212.0932651,0.746871301,0.990884869,0.952613205,0.903911129
35337,677.215,35671,212.1142753,0.765267672,0.990636652,0.968247541,0.926332106
35338,680.836,35669,212.1172766,0.787686958,0.990720233,0.958002864,0.932516916
35339,677.909,35667,212.1202778,0.764648607,0.990803824,0.966320784,0.9268109
35344,694.82,35807,212.1352834,0.762545847,0.987069567,0.919985412,0.905142879
35352,684.112,35760,212.1592901,0.755384615,0.988590604,0.949225585,0.916363955
35354,687.741,35726,212.1652914,0.754363504,0.989587415,0.939287602,0.902772219
35354,681.226,35666,212.1652914,0.768565217,0.991252173,0.957339529,0.894119318
35364,683.341,35761,212.1952951,0.79216881,0.988898521,0.951691714,0.9545666
35376,681.424,35693,212.231294,0.770702163,0.991118707,0.95737865,0.896980387
35377,687.757,35712,212.2342936,0.781984969,0.9906194,0.939854937,0.89221145
35384,679.656,35698,212.2552898,0.747981229,0.991203989,0.962583648,0.900311181
35402,681.514,35696,212.3092706,0.775900235,0.991763783,0.957829256,0.919053976
35403,678.413,35713,212.3122691,0.770669163,0.991319688,0.966632975,0.907369539
35408,684.211,35765,212.3272611,0.735093838,0.990018174,0.950454118,0.877665888
35410,704.701,35997,212.3332576,0.765952844,0.983693086,0.896037148,0.92904279
